AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
69,1,0,1,25,1.15,1.46,3000,2000
60,0,0,1,22,1.17,1.46,4200,2800
50,0,0,1,16,1.07,1.46,3500,2479.19
77,1,0,1,27,1.09,1.46,2650,1877.06
66,1,0,1,28,1.14,1.46,5300,3754.19
61,1,0,1,29,1.16,1.46,3500,2479.19
39,1,0,1,18,1.15,1.46,3900,2762.5
45,0,0,1,19,1.08,1.46,4900,3470.81
21,1,0,1,17,1.1,1.46,6000,4500
45,1,0,1,18,1.09,1.46,3500,2770.85
43,0,0,1,15,1.12,1.46,3000,2499.99
30,0,0,1,16,1.08,1.46,3000,2666.66
39,0,0,1,19,1.06,1.46,1500,1250
62,0,0,1,23,1.09,1.46,4200,4025
67,0,0,1,25,1.06,1.46,2950,2786.11
51,1,0,1,30,1.08,1.46,950,950
28,1,0,1,18,1.06,1.46,700,115.21
67,0,0,1,24,1.11,1.46,920,76.63
52,1,0,1,21,1.06,1.46,1000,83.37
62,0,0,1,20,1.04,1.46,800,133.3
67,1,0,1,23,1.17,1.46,350,58.3
21,0,0,1,15,1.06,1.46,2500,416.7
78,0,0,1,22,1.19,1.46,650,108.3
38,1,0,1,16,1.16,1.46,500,83.3
41,0,0,1,16,1.19,1.46,400,66.7
30,0,0,1,15,1.2,1.46,850,209.15
77,0,0,1,29,1.17,1.46,2000,333.3
56,1,0,1,26,1.18,1.46,200,33.3
56,1,0,1,24,1.2,1.46,500,119.71
65,0,0,1,30,1.16,1.46,3500,583.3
67,1,0,1,29,1.06,1.46,530,132.47
63,1,0,1,20,1.18,1.46,200,66.31
80,1,0,1,27,1.14,1.46,200,49.97
56,0,0,1,28,1.1,1.46,500,124.97
34,1,0,1,18,1.19,1.46,6000,1500
79,0,0,1,30,1.09,1.46,1000,250.03
45,0,0,1,19,1.1,1.46,300,81.58
34,0,0,1,16,1.03,1.46,2800,700.03
76,0,0,1,26,1.2,1.46,400,107.06
66,0,0,1,29,1.18,1.46,400,128.15
75,1,0,1,25,1.13,1.46,500,124.97
56,1,0,1,24,1.04,1.46,400,121.06
44,0,0,1,17,1.14,1.46,275,106.09
20,1,0,1,18,1.05,1.46,290,96.64
26,1,0,1,19,1.12,1.46,310,123.08
34,1,0,1,17,1.05,1.46,480,160
49,1,0,1,16,1.1,1.46,1700,566.64
50,1,0,1,15,1.05,1.46,1200,400
76,0,0,1,29,1.1,1.46,310,117.5
68,0,0,1,24,1.07,1.46,4800,1600
51,0,0,1,29,1.1,1.46,350,116.64
50,1,0,1,15,1.04,1.46,2000,833.31
29,1,0,1,15,1.15,1.46,5000,1666.64
45,1,0,1,19,1.15,1.46,500,200.08
33,1,0,1,18,1.08,1.46,4800,2000
57,1,0,1,29,1.1,1.46,950,287.75
69,0,0,1,22,1.05,1.46,4275,1781.25
66,1,0,1,25,1.08,1.46,850,423.22
41,1,0,1,18,1.19,1.46,2000,833.31
60,1,0,1,24,1.03,1.46,1000,512.51
62,0,0,1,20,1.09,1.46,1490,744.98
27,0,0,1,19,1.06,1.46,2000,1095.13
73,0,0,1,22,1.1,1.46,4500,2250
24,1,0,1,19,1.13,1.46,1000,500.02
78,0,0,1,27,1.2,1.46,800,405.3
26,0,0,1,16,1.08,1.46,900,450
69,0,0,1,21,1.03,1.46,4000,2000.02
72,1,0,1,21,1.1,1.46,170,84.98
69,0,0,1,30,1.04,1.46,3300,1650
80,1,0,1,27,1.07,1.46,1950,975
77,0,0,1,23,1.11,1.46,3000,2027.66
53,0,0,1,25,1.08,1.46,3800,1899.98
29,0,0,1,17,1.13,1.46,290,144.98
69,0,0,1,25,1.08,1.46,2100,1575
40,0,0,1,16,1.19,1.46,850,495.85
61,1,0,1,22,1.17,1.46,1800,1425
28,1,0,1,19,1.2,1.46,500,361.1
29,1,0,1,15,1.1,1.46,2900,1691.65
76,0,0,1,20,1.03,1.46,2000,1205.21
80,1,0,1,20,1.18,1.46,3000,2166.65
63,0,0,1,26,1.05,1.46,10000,5833.35
50,0,0,1,18,1.16,1.46,1600,1155.55
21,0,0,1,17,1.1,1.46,2000,1444.45
77,0,0,1,24,1.12,1.46,1100,855.56
80,0,0,1,20,1.11,1.46,2000,1583.35
30,1,0,1,16,1.18,1.46,3000,2210.79
72,0,0,1,20,1.17,1.46,1560,917.2
80,1,0,1,22,1.14,1.46,1000,583.35
64,0,0,1,30,1.05,1.46,2000,1444.45
60,0,0,1,24,1.12,1.46,1200,700
47,1,0,1,16,1.14,1.46,15000,12500
58,1,0,1,27,1.07,1.46,450,337.5
54,0,0,1,24,1.09,1.46,2000,1666.68
46,0,0,1,15,1.06,1.46,5400,4247.5
75,0,0,1,22,1.15,1.46,3000,2250
60,1,0,1,26,1.07,1.46,1900,1583.32
70,0,0,1,28,1.2,1.46,2700,2250
28,1,0,1,16,1.12,1.46,1200,946.76
52,1,0,1,29,1.17,1.46,800,6.88
53,1,0,1,25,1.16,1.46,1500,1010.96
78,0,0,1,23,1.17,1.46,500,373.33
67,1,0,1,22,1.2,1.46,3000,2000
32,0,0,1,17,1.14,1.46,500,388.88
52,0,0,1,29,1.19,1.46,900,675
80,0,0,1,22,1.06,1.46,2190,1703.32
71,1,0,1,21,1.03,1.46,1100,735.16
54,1,0,1,22,1.09,1.46,4000,3111.12
61,1,0,1,27,1.1,1.46,500,416.66
32,0,0,1,18,1.12,1.46,700,525.01
66,1,0,1,21,1.13,1.46,8000,7000.01
54,0,0,1,29,1.03,1.46,1300,1083.34
27,0,0,1,19,1.12,1.46,1000,750.01
74,1,0,1,25,1.06,1.46,500,378.82
60,0,0,1,28,1.06,1.46,1500,1125
27,1,0,1,15,1.11,1.46,1800,1500
78,1,0,1,30,1.15,1.46,1700,1416.68
46,1,0,1,15,1.06,1.46,400,352.8
46,1,0,1,19,1.09,1.46,1000,762.39
72,0,0,1,26,1.18,1.46,1500,1250.01
70,0,0,1,26,1.13,1.46,1300,978.24
69,0,0,1,20,1.11,1.46,1900,1585.46
67,0,0,1,23,1.19,1.46,1900,1583.32
71,1,0,1,21,1.19,1.46,1900,1612.37
69,0,0,1,28,1.12,1.46,1900,1583.32
38,0,0,1,16,1.19,1.46,5000,4378.86
80,0,0,1,25,1.19,1.46,1900,1583.32
56,0,0,1,28,1.16,1.46,1900,1583.32
76,1,0,1,22,1.07,1.46,1100,916.67
41,1,0,1,17,1.16,1.46,5000,4375.01
45,0,0,1,19,1.17,1.46,1900,1583.32
77,1,0,1,26,1.15,1.46,1000,750.01
63,1,0,1,25,1.05,1.46,8000,7111.12
26,0,0,1,15,1.14,1.46,1600,1333.33
80,1,0,1,21,1.04,1.46,1800,1600
58,0,0,1,30,1.09,1.46,1100,977.78
73,1,0,1,23,1.14,1.46,3000,2499.99
41,0,0,1,16,1.16,1.46,4800,4266.66
71,0,0,1,28,1.04,1.46,4500,3750
48,1,0,1,18,1.03,1.46,8000,7004.48
74,0,0,1,28,1.11,1.46,1500,1270.53
73,0,0,1,20,1.09,1.46,1600,1335.66
62,0,0,1,21,1.11,1.46,5000,4444.44
77,0,0,1,27,1.18,1.46,2800,2644.44
49,1,0,1,17,1.1,1.46,2500,2222.22
31,0,0,1,18,1.08,1.46,3000,2666.66
72,1,0,1,30,1.09,1.46,1900,1794.44
54,0,0,1,28,1.2,1.46,1000,781.52
72,0,0,1,29,1.03,1.46,2500,2222.22
30,1,0,1,15,1.19,1.46,1000,916.67
44,1,0,1,19,1.12,1.46,600,500
57,1,0,1,22,1.04,1.46,1200,1006.31
64,0,0,1,29,1.09,1.46,1600,1485.47
37,0,0,1,15,1.16,1.46,2500,2361.11
56,1,0,1,27,1.17,1.46,1500,1250.01
56,0,0,1,23,1.17,1.46,3500,3173.17
76,1,0,1,29,1.18,1.46,800,666.66
77,0,0,1,29,1.05,1.46,1900,1694.26
33,0,0,1,16,1.13,1.46,1900,1688.88
50,0,0,1,17,1.2,1.46,4800,4266.66
75,1,0,1,29,1.05,1.46,1300,1227.78
73,1,0,1,21,1.04,1.46,4000,3555.56
39,1,0,1,17,1.06,1.46,4000,3612.9
65,0,0,1,23,1.08,1.46,5900,5572.22
44,1,0,1,16,1.18,1.46,5500,4888.88
22,1,0,1,19,1.16,1.46,1000,833.34
25,0,0,1,16,1.04,1.46,3000,2833.33
66,0,0,1,26,1.13,1.46,1600,1411.76
62,1,0,1,21,1.1,1.46,2800,2488.88
71,0,0,1,30,1.1,1.46,1500,1250
61,1,0,1,23,1.2,1.46,2600,2365.18
32,0,0,1,16,1.11,1.46,4000,3627.59
54,1,0,1,25,1.14,1.46,900,750
41,1,0,1,18,1.14,1.46,3000,2666.66
76,0,0,1,26,1.19,1.46,2000,1666.66
48,0,0,1,17,1.1,1.46,6000,5333.34
59,0,0,1,28,1.11,1.46,6000,5000
26,1,0,1,18,1.1,1.46,3800,3377.78
51,1,0,1,30,1.03,1.46,10000,8888.88
60,0,0,1,20,1.17,1.46,700,622.22
60,0,0,1,21,1.06,1.46,1000,888.88
20,0,0,1,18,1.16,1.46,1000,919
68,1,0,1,25,1.11,1.46,1100,1038.89
29,1,0,1,17,1.16,1.46,8000,7221.54
74,1,0,1,29,1.17,1.46,1700,1511.12
58,1,0,1,30,1.1,1.46,3000,2666.66
38,0,0,1,17,1.03,1.46,2500,2222.22
61,1,0,1,30,1.19,1.46,10000,8888.88
44,1,0,1,18,1.13,1.46,1000,944.44
33,1,0,1,16,1.14,1.46,2100,1983.33
61,1,0,1,20,1.18,1.46,3000,2666.66
54,0,0,1,30,1.2,1.46,2600,2316.11
53,0,0,1,24,1.06,1.46,1000,833.34
46,1,0,1,15,1.03,1.46,2300,2052.2
39,0,0,1,17,1.18,1.46,6000,5333.34
60,0,0,1,23,1.11,1.46,3000,2833.33
40,1,0,1,18,1.1,1.46,4500,3882.35
25,1,0,1,16,1.18,1.46,2700,2400
28,0,0,1,18,1.09,1.46,1400,1283.33
51,1,0,1,30,1.03,1.46,1800,1544.61
61,1,0,1,23,1.03,1.46,3000,2666.66
35,1,0,1,19,1.17,1.46,4000,3555.56
55,1,0,1,25,1.09,1.46,3500,3111.12
53,0,0,1,20,1.15,1.46,7000,6611.11
66,1,0,1,21,1.14,1.46,1500,1375
73,1,0,1,28,1.17,1.46,1900,1688.88
71,1,0,1,27,1.2,1.46,15000,13333.34
21,0,0,1,15,1.09,1.46,2200,1964.35
51,0,0,1,21,1.16,1.46,1700,1558.34
43,0,0,1,16,1.04,1.46,2500,2238.91
37,0,0,1,15,1.12,1.46,550,489.79
69,0,0,1,20,1.18,1.46,1800,1600
50,0,0,1,16,1.17,1.46,5700,5066.66
74,0,0,1,22,1.14,1.46,9500,8550
65,1,0,1,28,1.09,1.46,6500,5958.34
77,1,0,1,21,1.14,1.46,3000,2672.9
54,1,0,1,21,1.03,1.46,1900,1704.33
35,0,0,1,17,1.14,1.46,2000,1782.02
75,0,0,1,20,1.06,1.46,1000,972.8
28,1,0,1,19,1.05,1.46,700,700
68,0,0,1,24,1.2,1.46,800,800
28,0,0,1,19,1.15,1.46,850,779.17
52,1,0,1,22,1.05,1.46,9000,9000
38,0,0,1,15,1.19,1.46,10000,9583.33
49,1,0,1,19,1.2,1.46,11000,10582.24
56,0,0,1,26,1.11,1.46,5500,5270.83
76,1,0,1,20,1.1,1.46,2500,2405.22
71,1,0,1,26,1.1,1.46,1900,1796.5
60,0,0,1,28,1.06,1.46,1000,944.44
58,0,0,1,29,1.06,1.46,1100,916.67
55,1,0,1,26,1.14,1.46,8000,7666.67
74,0,0,1,25,1.07,1.46,3000,2875
37,1,0,1,17,1.04,1.46,1000,946.03
32,1,0,1,19,1.11,1.46,1000,952.08
54,1,0,1,27,1.18,1.46,1200,1133.33
66,1,0,1,22,1.16,1.46,1300,1191.67
64,0,0,1,29,1.08,1.46,1400,1400
63,0,0,1,27,1.05,1.46,1500,1416.67
26,1,0,1,19,1.14,1.46,2000,1833.33
58,0,0,1,21,1.1,1.46,1300,1300
77,0,0,1,28,1.08,1.46,3000,2875
71,0,0,1,29,1.03,1.46,1900,1900
29,0,0,1,19,1.13,1.46,8000,8000
70,0,0,1,21,1.18,1.46,4000,3833.33
27,0,0,1,15,1.15,1.46,2000,1922.34
63,1,0,1,21,1.04,1.46,11000,10541.67
77,0,0,1,25,1.13,1.46,2000,1896.56
47,1,0,1,17,1.06,1.46,500,497.58
72,1,0,1,20,1.07,1.46,500,458.33
53,0,0,1,24,1.11,1.46,2100,2100
66,1,0,1,27,1.2,1.46,2000,2000
62,0,0,1,26,1.13,1.46,1600,1600
36,1,0,1,18,1.14,1.46,600,591.79
74,0,0,1,21,1.13,1.46,800,799.73
55,1,0,1,21,1.15,1.46,8000,7666.67
36,0,0,1,18,1.11,1.46,2400,2300
69,0,0,1,22,1.18,1.46,2100,1983.33
70,0,0,1,22,1.16,1.46,1300,1227.78
48,0,0,1,16,1.08,1.46,1300,1300
29,0,0,1,19,1.13,1.46,1300,1300
58,1,0,1,27,1.09,1.46,1500,1416.67
68,0,0,1,30,1.06,1.46,1000,994.57
66,0,0,1,30,1.07,1.46,1000,944.44
25,0,0,1,17,1.13,1.46,1200,1200
38,1,0,1,15,1.12,1.46,3000,3000
57,1,0,1,28,1.12,1.46,1700,1558.33
72,0,0,1,22,1.03,1.46,1500,1375
61,0,0,1,22,1.06,1.46,1700,1605.56
60,1,0,1,23,1.04,1.46,900,900
76,0,0,1,27,1.08,1.46,11000,10541.67
80,1,0,1,27,1.07,1.46,1300,1300
66,0,0,1,23,1.15,1.46,9000,8625
58,1,0,1,20,1.04,1.46,2100,2100
69,0,0,1,26,1.08,1.46,1600,1600
55,0,0,1,27,1.11,1.46,1000,1000
80,0,0,1,20,1.05,1.46,2000,2000
29,0,0,1,15,1.13,1.46,13000,13000
51,0,0,1,24,1.15,1.46,900,900
76,0,0,1,21,1.11,1.46,1800,1800
25,0,0,1,17,1.09,1.46,3000,3000
79,1,0,1,28,1.05,1.46,1700,1700
79,1,0,1,26,1.04,1.46,2000,2000
70,1,0,1,22,1.17,1.46,1500,1500
29,0,0,1,16,1.17,1.46,2700,2700
67,1,0,1,27,1.03,1.46,6000,6000
77,1,0,1,30,1.18,1.46,600,600
63,0,0,1,26,1.2,1.46,1400,1400
51,1,0,1,28,1.09,1.46,7500,7500
69,1,0,1,24,1.17,1.46,2700,2700
46,1,0,1,16,1.18,1.46,4000,4000
29,0,0,1,16,1.08,1.46,1700,1700
29,0,0,1,19,1.09,1.46,1100,1100
57,1,0,1,26,1.19,1.46,2500,2500
51,0,0,1,22,1.07,1.46,4700,4700
45,0,0,1,19,1.13,1.46,900,900
40,1,0,1,15,1.16,1.46,2400,2400
72,0,0,1,30,1.08,1.46,1500,1500
70,0,0,1,24,1.16,1.46,3900,2600
76,1,0,1,21,1.12,1.46,4900,3266.64
62,0,0,1,22,1.17,1.46,1700,1133.36
63,1,0,1,25,1.06,1.46,5000,3333.36
24,1,0,1,19,1.17,1.46,2800,1866.64
79,1,0,1,30,1.12,1.46,2900,1933.36
51,0,0,1,25,1.13,1.46,2600,1841.69
49,0,0,1,16,1.18,1.46,2900,2054.19
65,0,0,1,26,1.2,1.46,2500,1794.37
59,1,0,1,27,1.06,1.46,2800,2099.98
35,0,0,1,15,1.1,1.46,2500,1979.15
64,1,0,1,23,1.08,1.46,1900,1477.76
21,1,0,1,17,1.15,1.46,2900,2779.17
30,0,0,1,16,1.07,1.46,4000,4000
72,0,0,1,30,1.2,1.46,3000,1875
29,1,0,1,17,1.11,1.46,3900,2437.5
69,1,0,1,28,1.1,1.46,3900,2600
49,0,0,1,18,1.15,1.46,3900,2600
75,0,0,1,27,1.09,1.46,3900,2600
51,1,0,1,22,1.13,1.46,3900,3250
68,1,0,1,27,1.06,1.46,2000,1666.67
27,0,0,1,17,1.16,1.46,2500,625.03
69,1,0,1,23,1.06,1.46,1900,475.03
71,0,0,1,30,1.09,1.46,5000,1666.64
76,1,0,1,24,1.2,1.46,3000,2250
67,0,0,1,28,1.13,1.46,2000,1341.11
67,0,0,1,29,1.13,1.46,1400,1088.88
39,0,0,1,16,1.12,1.46,1350,975
43,0,0,1,17,1.13,1.46,13000,10291.65
79,1,0,1,27,1.09,1.46,3000,1750
66,1,0,1,30,1.2,1.46,1000,733.32
69,1,0,1,24,1.04,1.46,1950,1415.08
66,0,0,1,22,1.12,1.46,1920,1386.65
57,0,0,1,30,1.03,1.46,1900,1372.2
22,0,0,1,15,1.13,1.46,1900,1372.2
57,1,0,1,28,1.16,1.46,2900,2295.85
32,0,0,1,19,1.15,1.46,1900,1372.2
26,0,0,1,17,1.03,1.46,1900,1372.2
38,0,0,1,18,1.07,1.46,1920,1493.32
70,0,0,1,22,1.08,1.46,1920,1493.32
29,1,0,1,16,1.15,1.46,1800,1376.48
71,1,0,1,20,1.03,1.46,1900,1477.76
31,0,0,1,18,1.16,1.46,1920,1493.32
77,0,0,1,29,1.19,1.46,1920,1493.32
21,0,0,1,18,1.09,1.46,1900,1477.76
78,1,0,1,22,1.14,1.46,1920,1493.32
66,1,0,1,30,1.03,1.46,1900,1266.68
35,0,0,1,19,1.03,1.46,1900,1477.76
54,0,0,1,29,1.06,1.46,1000,666.68
51,1,0,1,23,1.15,1.46,1920,1493.32
71,0,0,1,22,1.16,1.46,1920,1493.32
65,1,0,1,28,1.17,1.46,1900,1477.76
78,1,0,1,26,1.03,1.46,1900,1477.76
53,0,0,1,29,1.08,1.46,1000,666.68
31,1,0,1,18,1.14,1.46,1900,1583.32
51,1,0,1,25,1.13,1.46,4000,3499.99
21,0,0,1,19,1.11,1.46,3000,2333.32
25,1,0,1,17,1.13,1.46,1900,1477.76
36,1,0,1,15,1.15,1.46,1900,1477.76
75,1,0,1,23,1.07,1.46,1900,1477.76
65,0,0,1,21,1.04,1.46,1000,777.76
47,1,0,1,16,1.03,1.46,1000,833.32
75,1,0,1,22,1.19,1.46,1000,833.32
56,1,0,1,23,1.16,1.46,1200,999.99
55,1,0,1,29,1.16,1.46,10000,8749.99
65,1,0,1,20,1.05,1.46,6500,5958.34
43,1,0,1,16,1.12,1.46,6000,5250
32,0,0,1,15,1.14,1.46,1800,1500
48,1,0,1,18,1.18,1.46,1000,833.34
65,0,0,1,24,1.03,1.46,1500,1250.01
47,1,0,1,19,1.04,1.46,8000,5999.99
55,1,0,1,25,1.05,1.46,10000,7500.01
76,0,0,1,29,1.14,1.46,3000,2625
62,1,0,1,23,1.2,1.46,3800,3230
67,0,0,1,27,1.2,1.46,4000,3499.99
47,0,0,1,19,1.11,1.46,4600,3840.38
74,0,0,1,28,1.1,1.46,3000,2666.66
75,0,0,1,28,1.15,1.46,10000,8888.88
69,1,0,1,25,1.14,1.46,500,458.33
76,1,0,1,27,1.2,1.46,1200,1066.66
38,1,0,1,15,1.03,1.46,4350,3915
50,1,0,1,15,1.2,1.46,5900,5244.44
22,0,0,1,15,1.06,1.46,3000,2666.66
21,1,0,1,19,1.19,1.46,7000,6300
49,1,0,1,19,1.13,1.46,2100,1983.33
80,1,0,1,22,1.08,1.46,5000,4722.22
59,1,0,1,22,1.08,1.46,10000,9166.67
49,1,0,1,16,1.06,1.46,1920,1813.33
43,1,0,1,17,1.07,1.46,8700,8216.67
29,1,0,1,16,1.08,1.46,4400,4216.67
75,1,0,1,30,1.19,1.46,3000,2750
24,1,0,1,15,1.03,1.46,2000,1833.33
73,0,0,1,29,1.07,1.46,18000,17819.62
54,0,0,1,23,1.08,1.46,4000,3777.78
76,1,0,1,30,1.11,1.46,5000,4791.67
60,1,0,1,27,1.08,1.46,6000,5971.66
41,0,0,1,15,1.09,1.46,3000,2750
74,0,0,1,29,1.05,1.46,3600,3450
69,1,0,1,24,1.03,1.46,6000,6000
71,0,0,1,26,1.08,1.46,3200,3200
43,1,0,1,15,1.11,1.46,5700,5700
49,0,0,1,16,1.19,1.46,1500,1500
53,1,0,1,22,1.07,1.46,1950,1950
62,0,0,1,23,1.17,1.46,20000,20000
33,1,0,1,19,1.05,1.46,10000,10000
72,0,0,1,24,1.07,1.46,20000,20000
75,0,0,1,22,1.06,1.46,2200,2200
71,1,0,1,24,1.05,1.46,18000,9785.43
26,0,0,1,16,1.03,1.46,13000,9293.32
40,0,0,1,16,1.2,1.46,4500,3216.88
79,1,0,1,26,1.17,1.46,16000,11437.88
79,1,0,1,30,1.08,1.46,20000,14297.34
50,0,0,1,17,1.16,1.46,7300,5422.87
79,0,0,1,25,1.12,1.46,13500,10028.61
44,0,0,1,17,1.07,1.46,5000,3125.03
23,1,0,1,15,1.06,1.46,20000,5472.35
76,0,0,1,27,1.12,1.46,4000,3111.12
44,1,0,1,16,1.2,1.46,10500,7874.96
33,0,0,1,16,1.08,1.46,12000,9000
37,1,0,1,17,1.14,1.46,10000,7741.94
80,0,0,1,21,1.07,1.46,11800,9177.76
78,1,0,1,25,1.14,1.46,15000,10561.33
44,1,0,1,19,1.18,1.46,9000,6967.76
30,1,0,1,19,1.13,1.46,10000,7299.31
20,0,0,1,16,1.09,1.46,9500,7283.31
61,1,0,1,20,1.19,1.46,12000,7333.31
70,0,0,1,29,1.07,1.46,2550,850.02
51,1,0,1,29,1.1,1.46,5500,4354.15
68,0,0,1,28,1.06,1.46,9000,7392.85
46,0,0,1,18,1.09,1.46,2600,1733.36
32,0,0,1,19,1.15,1.46,12500,10267.85
66,1,0,1,23,1.12,1.46,3850,3300
46,0,0,1,17,1.17,1.46,10000,8333.32
23,1,0,1,18,1.16,1.46,10000,8749.99
45,0,0,1,19,1.03,1.46,8000,6985.03
57,1,0,1,24,1.09,1.46,3000,2625
76,1,0,1,20,1.17,1.46,20000,19000
25,0,0,1,17,1.06,1.46,2800,2520
54,1,0,1,29,1.14,1.46,1200,1000
77,1,0,1,21,1.07,1.46,15000,13697.51
22,1,0,1,19,1.16,1.46,20000,20000
43,1,0,1,18,1.15,1.46,7000,7000
43,0,0,1,17,1.14,1.46,10000,10000
60,0,0,1,29,1.2,1.46,4700,4700
54,0,0,1,29,1.18,1.46,8000,8000
77,1,0,1,27,1.14,1.46,200000,200000
34,0,0,1,16,1.15,1.46,5000,416.63
63,1,0,1,29,1.12,1.46,1300,216.7
79,1,0,1,27,1.09,1.46,1200,200
53,1,0,1,20,1.11,1.46,5000,833.3
38,1,0,1,16,1.19,1.46,4800,1200
31,1,0,1,16,1.14,1.46,3100,775.03
20,0,0,1,19,1.09,1.46,2850,712.5
77,1,0,1,29,1.04,1.46,3200,804.66
75,0,0,1,30,1.06,1.46,5000,1249.97
29,0,0,1,16,1.13,1.46,590,344.15
64,1,0,1,22,1.2,1.46,5200,1733.36
69,1,0,1,23,1.09,1.46,5400,1805.22
39,1,0,1,19,1.05,1.46,4300,1433.36
73,0,0,1,26,1.16,1.46,2600,866.64
70,0,0,1,23,1.05,1.46,4500,1511.29
78,0,0,1,24,1.15,1.46,3900,1300
28,1,0,1,19,1.18,1.46,4000,1666.69
74,1,0,1,27,1.04,1.46,6000,2547.44
80,1,0,1,28,1.11,1.46,1600,666.69
55,1,0,1,24,1.2,1.46,3600,1500
62,1,0,1,27,1.06,1.46,4000,1670.17
76,0,0,1,20,1.06,1.46,1200,694.45
54,0,0,1,21,1.18,1.46,4850,2442.98
77,0,0,1,23,1.03,1.46,2000,999.98
43,0,0,1,18,1.06,1.46,2000,999.98
60,0,0,1,26,1.18,1.46,3000,1500
58,1,0,1,29,1.15,1.46,1950,978.75
37,0,0,1,16,1.16,1.46,5000,3611.1
43,0,0,1,15,1.03,1.46,5000,3958.35
76,1,0,1,24,1.2,1.46,1400,705.4
73,0,0,1,30,1.12,1.46,1920,1386.65
58,1,0,1,25,1.03,1.46,3500,2041.65
62,1,0,1,20,1.16,1.46,4000,2333.35
51,1,0,1,29,1.18,1.46,1000,722.2
32,0,0,1,16,1.08,1.46,6500,5145.85
47,1,0,1,18,1.08,1.46,1760,1284.46
75,0,0,1,24,1.1,1.46,5600,4433.35
63,1,0,1,28,1.11,1.46,1900,1372.2
67,0,0,1,29,1.12,1.46,1900,1372.2
65,0,0,1,23,1.2,1.46,1300,758.35
48,1,0,1,18,1.07,1.46,1800,1050
38,0,0,1,16,1.16,1.46,1900,1372.2
61,0,0,1,29,1.04,1.46,1920,1386.65
78,1,0,1,24,1.16,1.46,1300,866.68
59,0,0,1,28,1.2,1.46,15000,12500
39,0,0,1,16,1.2,1.46,1900,1477.76
69,1,0,1,22,1.11,1.46,1900,1477.76
53,1,0,1,26,1.07,1.46,1900,1477.76
80,0,0,1,21,1.19,1.46,2540,1975.56
61,0,0,1,26,1.03,1.46,1000,666.68
20,0,0,1,16,1.2,1.46,1300,1011.12
35,1,0,1,19,1.07,1.46,1900,1477.76
77,0,0,1,29,1.12,1.46,1900,1477.76
59,1,0,1,21,1.19,1.46,1900,1477.76
69,1,0,1,23,1.13,1.46,2500,2083.33
47,1,0,1,17,1.1,1.46,1900,1477.76
26,0,0,1,15,1.2,1.46,750,583.32
78,1,0,1,20,1.17,1.46,1900,1477.76
53,1,0,1,30,1.07,1.46,1920,1493.32
65,1,0,1,21,1.08,1.46,1900,1477.76
32,0,0,1,16,1.04,1.46,1600,1244.44
31,1,0,1,16,1.03,1.46,1920,1493.32
77,0,0,1,22,1.07,1.46,1900,1477.76
66,1,0,1,23,1.11,1.46,1100,660
60,1,0,1,23,1.17,1.46,1900,1477.76
73,0,0,1,22,1.1,1.46,1900,1477.76
51,1,0,1,20,1.04,1.46,1900,1477.76
56,0,0,1,23,1.1,1.46,1000,668.64
73,0,0,1,24,1.13,1.46,1900,1477.76
68,1,0,1,24,1.17,1.46,7300,6387.49
71,1,0,1,29,1.07,1.46,1920,1493.32
61,0,0,1,20,1.13,1.46,1900,1477.76
23,0,0,1,18,1.06,1.46,1500,1071.44
29,1,0,1,16,1.04,1.46,1000,666.67
62,1,0,1,22,1.08,1.46,1900,1477.76
36,0,0,1,17,1.11,1.46,1900,1477.76
80,0,0,1,30,1.08,1.46,1900,1477.76
64,1,0,1,22,1.15,1.46,1920,1493.32
73,1,0,1,26,1.17,1.46,1900,1477.76
43,1,0,1,16,1.1,1.46,1920,1493.32
78,1,0,1,27,1.08,1.46,1000,555.56
26,1,0,1,19,1.07,1.46,1900,1477.76
67,0,0,1,24,1.07,1.46,1900,1477.76
71,0,0,1,24,1.09,1.46,7500,6250
58,0,0,1,30,1.05,1.46,1900,1477.76
61,1,0,1,23,1.19,1.46,1900,1477.76
74,1,0,1,30,1.19,1.46,1900,1477.76
54,0,0,1,27,1.19,1.46,1300,1011.12
43,1,0,1,19,1.1,1.46,6000,5000
75,0,0,1,21,1.08,1.46,2000,1333.32
36,0,0,1,16,1.06,1.46,1900,1477.76
53,1,0,1,26,1.12,1.46,700,466.68
62,0,0,1,30,1.04,1.46,1920,1493.32
54,1,0,1,29,1.14,1.46,1300,866.68
53,0,0,1,22,1.06,1.46,1900,1477.76
56,1,0,1,28,1.17,1.46,1900,1477.76
49,0,0,1,16,1.17,1.46,1600,1244.44
42,1,0,1,19,1.06,1.46,1900,1477.76
51,0,0,1,20,1.15,1.46,1920,1493.32
63,1,0,1,27,1.16,1.46,1900,1477.76
61,0,0,1,29,1.17,1.46,1900,1477.76
62,0,0,1,25,1.04,1.46,1900,1477.76
49,1,0,1,17,1.09,1.46,2315,1808.08
58,0,0,1,25,1.2,1.46,2000,1111.12
55,1,0,1,24,1.2,1.46,1900,1477.76
33,0,0,1,15,1.15,1.46,1500,1166.68
43,0,0,1,18,1.03,1.46,1900,1477.76
69,0,0,1,29,1.16,1.46,2350,1827.76
51,0,0,1,24,1.19,1.46,1900,1477.76
52,0,0,1,25,1.04,1.46,2300,1788.88
76,1,0,1,25,1.09,1.46,1200,800
