AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
56,0,0,1,23,1.05,1.46,1800000,1014522.6
54,1,0,1,24,1.05,1.46,1800000,1014522.6
52,1,0,1,20,1.05,1.46,1800000,1014522.6
67,1,0,1,20,1.05,1.46,1700000,1013793.6
53,1,0,1,28,1.05,1.46,1700000,1013793.6
51,1,0,1,29,1.05,1.46,1740000,1013616.6
57,1,0,1,30,1.15,1.46,2700000,1012500
53,1,0,1,25,1.05,1.46,1700000,1012297.2
50,1,0,1,25,1.05,1.46,1700000,1007286.6
68,1,0,1,15,1.05,1.46,1700000,1007286.6
67,1,0,1,17,1.05,1.46,1750000,1006358.4
64,1,0,1,17,1.05,1.46,1770000,1003827
70,1,0,1,15,1.05,1.46,1700000,1003734
63,1,0,1,17,1.05,1.46,1800000,1002705.6
53,0,0,1,23,1.05,1.46,1680000,1001866.8
62,1,0,1,16,1.05,1.46,1680000,1001866.8
57,1,0,1,27,1.05,1.46,1730000,1001490.6
63,1,0,1,15,1.05,1.46,1750000,1000380.6
62,1,0,1,19,1.15,1.46,2500000,1000000.2
67,1,0,1,18,1.15,1.46,2000000,1000000.2
50,1,0,1,21,1.15,1.46,2000000,1000000.2
64,1,0,1,20,1.15,1.46,2000000,1000000.2
65,1,0,1,16,1.12,1.46,10000000,1000000.2
61,1,0,1,17,1.05,1.46,1680000,998964.6
60,1,0,1,16,1.05,1.46,1770000,997614
66,1,0,1,15,1.15,1.46,2100000,997500
70,1,0,1,15,1.15,1.46,2100000,997500
58,1,0,1,25,1.15,1.46,2100000,997500
53,1,0,1,30,1.15,1.46,1900000,997500
65,1,0,1,19,1.05,1.46,1700000,994825.2
61,0,0,1,16,1.05,1.46,1800000,993384
50,1,0,1,21,1.05,1.46,1700000,992149.8
51,1,0,1,22,1.05,1.46,1700000,990315
70,1,0,1,16,1.05,1.46,1700000,990315
53,1,0,1,24,1.05,1.46,1650000,990000
66,1,0,1,19,1.05,1.46,1650000,990000
50,1,0,1,22,1.15,1.46,1800000,990000
59,1,0,1,28,1.15,1.46,1800000,990000
62,1,0,1,17,1.05,1.46,1800000,985327.2
53,1,0,1,24,1.05,1.46,1800000,984669.6
63,0,0,1,18,1.05,1.46,1700000,984261.6
60,1,0,1,16,1.05,1.46,1700000,984261.6
60,1,0,1,17,1.05,1.46,1640000,984000
58,1,0,1,26,1.05,1.46,1650000,983976
61,1,0,1,16,1.05,1.46,2000000,980673
52,1,0,1,26,1.05,1.46,1750000,980485.8
59,0,0,1,25,1.05,1.46,1670000,978037.2
58,1,0,1,30,1.05,1.46,1650000,977660.4
51,1,0,1,30,1.15,1.46,3000000,975000
51,0,0,1,21,1.05,1.46,1700000,971797.8
70,1,0,1,20,1.05,1.46,1700000,971797.8
61,1,0,1,16,1.05,1.46,1700000,971797.8
60,1,0,1,20,1.05,1.46,1640000,971613
64,1,0,1,17,1.05,1.46,1700000,971362.2
67,1,0,1,15,1.15,1.46,1940000,970000.2
59,1,0,1,23,1.05,1.46,1800000,969700.8
69,1,0,1,20,1.05,1.46,1630000,969233.4
59,1,0,1,23,1.05,1.46,2000000,967032
69,1,0,1,20,1.05,1.46,1800000,966162
70,1,0,1,20,1.05,1.46,1620000,966085.8
70,1,0,1,20,1.05,1.46,1610000,966000
61,1,0,1,17,1.05,1.46,1610000,966000
50,0,0,1,23,1.05,1.46,1700000,964127.4
57,1,0,1,24,1.05,1.46,1800000,963270.6
67,1,0,1,17,1.05,1.46,1760000,962788.2
56,0,0,1,23,1.05,1.46,1700000,961405.8
67,1,0,1,15,1.05,1.46,1700000,961405.8
62,1,0,1,19,1.05,1.46,1700000,961405.8
51,1,0,1,22,1.05,1.46,1700000,961405.8
54,1,0,1,21,1.05,1.46,1650000,961188
64,1,0,1,15,1.05,1.46,1700000,960154.8
68,1,0,1,18,1.05,1.46,1600000,960000
69,1,0,1,15,1.05,1.46,1600000,960000
66,1,0,1,17,1.05,1.46,1600000,960000
53,1,0,1,24,1.05,1.46,1600000,960000
65,1,0,1,15,1.05,1.46,1600000,958695
63,1,0,1,20,1.05,1.46,1650000,955312.8
51,0,0,1,25,1.05,1.46,1600000,954159
51,1,0,1,23,1.05,1.46,1600000,954159
53,1,0,1,29,1.05,1.46,1600000,954159
62,1,0,1,20,1.05,1.46,1600000,954159
65,1,0,1,17,1.05,1.46,1600000,954159
62,1,0,1,15,1.05,1.46,1600000,954159
56,1,0,1,28,1.05,1.46,1700000,952471.8
53,1,0,1,26,1.05,1.46,1800000,951039.6
63,1,0,1,17,1.15,1.46,2000000,949999.8
50,1,0,1,22,1.15,1.46,2000000,949999.8
70,1,0,1,16,1.15,1.46,2000000,949999.8
52,1,0,1,29,1.15,1.46,2000000,949999.8
69,1,0,1,16,1.05,1.46,1700000,949153.2
56,1,0,1,20,1.05,1.46,1650000,946917.6
51,1,0,1,28,1.05,1.46,1600000,946305
59,1,0,1,29,1.05,1.46,1600000,946305
52,1,0,1,20,1.05,1.46,1700000,946143.6
50,1,0,1,25,1.15,1.46,1800000,945000
56,1,0,1,28,1.15,1.46,1800000,945000
61,1,0,1,19,1.05,1.46,1600000,944105.4
66,1,0,1,19,1.05,1.46,1700000,944034
58,1,0,1,24,1.05,1.46,1650000,943215.6
57,1,0,1,20,1.05,1.46,1650000,942793.2
69,0,0,1,19,1.05,1.46,1650000,942364.2
51,1,0,1,20,1.05,1.46,1600000,938529
57,1,0,1,26,1.05,1.46,1700000,938249.4
60,1,0,1,20,1.05,1.46,1700000,938196
51,1,0,1,22,1.15,1.46,2500000,937500
57,1,0,1,20,1.15,1.46,2500000,937500
52,1,0,1,20,1.05,1.46,1600000,937041.6
56,1,0,1,24,1.05,1.46,1570000,936268.2
63,1,0,1,15,1.05,1.46,1650000,935992.2
54,1,0,1,30,1.05,1.46,1630000,935905.8
54,1,0,1,20,1.15,1.46,1700000,934999.8
52,1,0,1,28,1.15,1.46,1700000,934999.8
50,0,0,1,23,1.15,1.46,2000000,933333.6
65,1,0,1,20,1.15,1.46,2000000,933333.6
54,1,0,1,21,1.15,1.46,2800000,933333.6
66,1,0,1,20,1.05,1.46,1580000,932304
60,1,0,1,20,1.05,1.46,1600000,932061
58,1,0,1,26,1.05,1.46,1700000,930586.8
56,1,0,1,27,1.05,1.46,1700000,930586.8
55,1,0,1,23,1.05,1.46,1600000,928491.6
55,0,0,1,25,1.05,1.46,1600000,927810
70,1,0,1,19,1.05,1.46,1700000,927570.6
66,1,0,1,20,1.05,1.46,1550000,927200.4
53,1,0,1,23,1.05,1.46,1600000,926364
55,1,0,1,22,1.05,1.46,1600000,926364
63,1,0,1,17,1.05,1.46,1580000,925329
51,1,0,1,26,1.15,1.46,1850000,925000.2
62,1,1,1,19,1.15,1.46,17000000,924243
67,1,0,1,20,1.05,1.46,1720000,923155.8
64,1,0,1,15,1.15,1.46,2050000,922500
61,1,0,1,17,1.05,1.46,1650000,921237
64,1,0,1,15,1.15,1.46,2300000,919999.8
58,1,0,1,30,1.05,1.46,1800000,919197.6
50,0,0,1,24,1.05,1.46,1700000,918982.2
53,1,0,1,21,1.05,1.46,1600000,914633.4
59,1,0,1,29,1.05,1.46,1700000,914329.8
58,0,0,1,28,1.05,1.46,1600000,913807.8
56,1,0,1,22,1.15,1.46,1660000,913000.2
55,1,0,1,20,1.05,1.46,1520000,912000
69,0,0,1,20,1.15,1.46,2600000,910000.2
61,1,0,1,16,1.15,1.46,2600000,910000.2
57,1,0,1,29,1.05,1.46,1600000,907414.2
64,1,0,1,19,1.05,1.46,1600000,907248.6
66,1,0,1,16,1.05,1.46,1600000,906056.4
63,1,0,1,16,1.05,1.46,1550000,904607.4
55,1,0,1,22,1.05,1.46,1580000,903200.4
70,1,0,1,19,1.05,1.46,1650000,902613.6
69,1,0,1,20,1.05,1.46,1600000,900648.6
66,1,0,1,19,1.05,1.46,1500000,900000
56,1,0,1,22,1.05,1.46,1500000,900000
62,1,0,1,19,1.05,1.46,1500000,900000
53,1,0,1,24,1.05,1.46,1500000,900000
66,1,0,1,17,1.15,1.46,2000000,900000
53,1,0,1,30,1.05,1.46,1500000,899691
53,0,0,1,28,1.05,1.46,1550000,897415.2
67,0,0,1,17,1.05,1.46,1500000,894523.8
67,1,0,1,20,1.05,1.46,1500000,894523.8
52,1,0,1,29,1.05,1.46,1500000,894523.8
64,0,0,1,16,1.05,1.46,1580000,892502.4
65,1,0,1,17,1.05,1.46,1540000,891625.2
67,1,0,1,18,1.05,1.46,1500000,891364.8
53,0,1,1,25,1.15,1.46,758000,891086.4
67,1,0,1,20,1.05,1.46,1500000,889261.8
57,1,0,1,23,1.05,1.46,1500000,888670.8
59,1,0,1,20,1.05,1.46,1575000,887707.2
61,1,0,1,16,1.05,1.46,1500000,887161.2
66,1,0,1,16,1.05,1.46,1700000,886593
54,1,0,1,20,1.05,1.46,1600000,886517.4
70,1,0,1,18,1.05,1.46,1500000,885290.4
54,1,0,1,24,1.05,1.46,1500000,885099
60,1,0,1,15,1.05,1.46,1500000,885099
58,1,0,1,20,1.05,1.46,1475000,885000
52,1,0,1,27,1.05,1.46,1560000,883554.6
68,1,0,1,19,1.05,1.46,1520000,880045.8
57,1,0,1,29,1.15,1.46,1600000,880000.2
62,1,0,1,15,1.15,1.46,1850000,878749.8
52,0,0,1,20,1.05,1.46,1600000,878331.6
52,1,0,1,25,1.05,1.46,1470000,876633.6
55,1,0,1,23,1.05,1.46,1500000,875426.4
69,1,0,1,18,1.05,1.46,2000000,875063.4
57,1,0,1,23,1.05,1.46,1500000,874446.6
66,1,0,1,15,1.15,1.46,1520000,874000.2
56,1,0,1,25,1.05,1.46,1500000,873807.6
65,1,0,1,17,1.05,1.46,1500000,873807.6
65,1,0,1,17,1.05,1.46,1600000,873007.2
65,1,0,1,15,1.05,1.46,1500000,872076
69,1,0,1,19,1.05,1.46,1480000,870364.2
58,1,0,1,29,1.05,1.46,1500000,870281.4
55,1,0,1,21,1.05,1.46,1500000,868466.4
55,1,0,1,24,1.05,1.46,1500000,868466.4
62,1,0,1,15,1.05,1.46,1500000,868466.4
57,1,0,1,24,1.05,1.46,1500000,868466.4
62,1,0,1,19,1.05,1.46,1500000,868466.4
52,1,0,1,25,1.05,1.46,1500000,868204.2
62,1,0,1,19,1.05,1.46,1475000,866865.6
66,1,0,1,19,1.05,1.46,1600000,866360.4
54,1,0,1,20,1.05,1.46,1450000,864706.2
58,1,0,1,27,1.05,1.46,1550000,862660.2
61,1,1,1,20,1.15,1.46,1800000,862247.4
57,1,0,1,22,1.05,1.46,1500000,860833.8
58,1,0,1,23,1.05,1.46,1454000,859954.8
66,0,0,1,20,1.05,1.46,1450000,859156.2
56,0,0,1,20,1.05,1.46,1800000,858649.8
58,1,0,1,26,1.05,1.46,1430000,858000
54,0,0,1,23,1.05,1.46,1500000,857469
64,0,0,1,19,1.05,1.46,1500000,857469
63,1,0,1,20,1.05,1.46,1500000,857469
64,1,0,1,19,1.05,1.46,1500000,857469
52,1,0,1,30,1.05,1.46,1500000,857469
70,1,0,1,15,1.05,1.46,1500000,857469
50,1,0,1,22,1.05,1.46,1500000,857469
61,1,0,1,16,1.05,1.46,1500000,857469
51,1,0,1,23,1.05,1.46,1500000,857469
66,1,0,1,17,1.05,1.46,1500000,857469
55,1,0,1,30,1.05,1.46,1500000,857469
65,0,0,1,15,1.05,1.46,1500000,856695
63,1,0,1,16,1.05,1.46,1450000,855595.2
52,1,0,1,24,1.15,1.46,1800000,855000
60,1,0,1,20,1.15,1.46,1550000,852499.8
67,1,0,1,18,1.05,1.46,1600000,852174
61,0,0,1,15,1.05,1.46,1490000,850983.6
64,1,0,1,15,1.05,1.46,1500000,850700.4
67,1,0,1,18,1.05,1.46,1500000,850700.4
57,0,0,1,25,1.15,1.46,1500000,850000.2
55,0,0,1,30,1.15,1.46,1700000,850000.2
56,1,0,1,26,1.15,1.46,2000000,850000.2
66,1,0,1,19,1.15,1.46,2000000,850000.2
54,1,0,1,26,1.15,1.46,2000000,850000.2
65,1,0,1,15,1.15,1.46,2000000,850000.2
64,1,0,1,18,1.15,1.46,2000000,850000.2
62,1,0,1,18,1.15,1.46,2000000,850000.2
64,1,0,1,17,1.15,1.46,2000000,850000.2
67,1,0,1,17,1.15,1.46,2000000,850000.2
53,1,0,1,28,1.15,1.46,2000000,850000.2
55,1,0,1,29,1.15,1.46,1700000,850000.2
66,1,0,1,15,1.15,1.46,2000000,850000.2
50,1,0,1,22,1.05,1.46,1470000,848375.4
64,1,0,1,18,1.15,1.46,2000000,847999.8
52,1,0,1,23,1.05,1.46,1500000,847269.6
65,1,0,1,15,1.05,1.46,1430000,847199.4
58,1,0,1,23,1.15,1.46,1470000,845250
58,1,0,1,25,1.05,1.46,1450000,844680.6
40,1,1,1,24,1.15,1.46,1690000,844394.4
70,1,0,1,17,1.05,1.46,1500000,844357.8
54,1,0,1,27,1.05,1.46,1550000,843311.4
59,1,0,1,26,1.05,1.46,1460000,842604
55,1,0,1,28,1.05,1.46,1500000,840416.4
54,0,0,1,26,1.15,1.46,1800000,840000
63,1,0,1,18,1.05,1.46,1400000,840000
60,1,0,1,15,1.05,1.46,1450000,839264.4
69,1,0,1,20,1.05,1.46,1450000,839264.4
59,0,0,1,29,1.05,1.46,1500000,837488.4
57,1,0,1,21,1.05,1.46,1500000,837488.4
51,1,0,1,30,1.05,1.46,1400000,834888.6
62,1,0,1,20,1.05,1.46,1500000,834832.8
55,1,0,1,23,1.05,1.46,1500000,834832.8
64,0,0,1,19,1.05,1.46,1500000,833622.6
70,1,0,1,18,1.05,1.46,1500000,832971.6
53,0,0,1,20,1.05,1.46,1500000,831703.2
63,1,1,1,17,1.15,1.46,1940000,831460.8
70,1,0,1,17,1.05,1.46,1500000,831110.4
53,0,0,1,27,1.05,1.46,1480000,829210.8
50,1,0,1,27,1.05,1.46,1500000,828906
67,1,0,1,20,1.05,1.46,1500000,827820
68,1,0,1,20,1.05,1.46,1400000,826604.4
57,1,0,1,27,1.05,1.46,1400000,826092
65,1,0,1,17,1.05,1.46,1400000,826092
70,1,0,1,18,1.05,1.46,1400000,826092
59,1,0,1,29,1.15,1.46,1500000,825000
57,1,0,1,28,1.15,1.46,2200000,825000
54,1,0,1,29,1.05,1.46,1400000,822787.8
65,1,0,1,19,1.05,1.46,1450000,822343.8
65,1,0,1,16,0.98,1.46,1550000,820129.8
60,0,0,1,15,1.05,1.46,1400000,819911.4
68,1,0,1,15,1.05,1.46,1500000,819585.6
63,1,0,1,15,0.98,1.46,1450000,819022.8
62,1,0,1,16,1.05,1.46,1530000,817441.8
51,1,0,1,23,1.05,1.46,1400000,814656.6
52,1,0,1,24,1.05,1.46,1700000,814144.8
60,1,0,1,16,1.05,1.46,1450000,812402.4
58,1,0,1,25,1.05,1.46,1400000,810568.2
51,1,0,1,25,1.05,1.46,1400000,810568.2
66,0,0,1,17,1.15,1.46,1800000,810000
61,1,0,1,16,1.15,1.46,1800000,810000
42,1,1,1,30,1.05,1.46,13000000,808697.4
63,1,0,1,15,1.05,1.46,1500000,805134.6
64,1,0,1,18,1.05,1.46,1350000,805071.6
66,1,0,1,18,1.05,1.46,1350000,805071.6
68,0,0,1,15,1.15,1.46,2300000,805000.2
53,1,0,1,28,1.15,1.46,1400000,805000.2
56,1,0,1,27,1.05,1.46,1340000,804000
53,1,0,1,22,1.05,1.46,1340000,804000
70,1,0,1,17,1.05,1.46,1400000,803845.2
63,1,0,1,16,1.05,1.46,1400000,803445
61,1,0,1,20,1.05,1.46,1360000,802489.8
50,1,0,1,20,1.05,1.46,1500000,801414
52,1,0,1,26,1.05,1.46,1450000,801342
55,1,0,1,22,1.05,1.46,1400000,800304
70,1,0,1,15,1.05,1.46,1400000,800304
55,1,0,1,21,1.05,1.46,1400000,800304
56,1,0,1,26,1.05,1.46,1450000,800226
51,1,0,1,24,1.15,1.46,2000000,799999.8
67,1,0,1,15,1.15,1.46,2000000,799999.8
62,1,0,1,15,1.15,1.46,2000000,799999.8
54,1,0,1,30,1.15,1.46,2000000,799999.8
67,1,0,1,16,1.15,1.46,2000000,799999.8
67,1,0,1,20,1.15,1.46,2000000,799999.8
58,1,0,1,25,1.15,1.46,2000000,799999.8
55,1,0,1,28,1.15,1.46,2000000,799999.8
68,1,0,1,19,1.05,1.46,1340000,799108.2
51,1,0,1,26,1.05,1.46,1330000,798000
60,0,0,1,20,1.05,1.46,1420000,797460
56,1,0,1,24,1.05,1.46,1700000,795983.4
68,1,0,1,20,1.05,1.46,1440000,794752.2
50,0,0,1,24,1.05,1.46,1400000,793987.2
51,1,0,1,30,1.05,1.46,1350000,790629
55,0,0,1,24,1.05,1.46,1375000,787944
70,1,0,1,15,1.05,1.46,1360000,787409.4
50,1,0,1,28,1.05,1.46,1500000,782544
68,1,0,1,17,1.05,1.46,1350000,782007
55,1,0,1,20,1.05,1.46,1400000,781656
59,1,0,1,26,1.05,1.46,1400000,781656
51,1,0,1,21,1.05,1.46,1350000,780778.8
63,1,0,1,18,0.00,1.46,1300000,780000
56,1,0,1,29,1.05,1.46,1300000,777652.2
64,0,0,1,17,1.05,1.46,1370000,776973
59,1,0,1,29,1.05,1.46,1350000,776333.4
50,1,0,1,26,1.05,1.46,1310000,776203.2
67,1,0,1,15,1.05,1.46,1330000,776039.4
54,1,0,1,28,1.05,1.46,1400000,775859.4
58,1,0,1,27,1.05,1.46,1360000,775390.2
52,1,0,1,20,1.05,1.46,1300000,775254
68,1,1,1,17,1.15,1.46,13000000,775140
54,1,0,1,29,1.05,1.46,1290000,773734.2
66,1,0,1,16,1.05,1.46,1300000,773008.2
56,1,0,1,28,1.05,1.46,1400000,772675.8
57,1,0,1,29,1.05,1.46,1450000,772469.4
68,1,0,1,19,1.05,1.46,1500000,771021
67,0,0,1,15,1.15,1.46,2200000,769999.8
63,1,0,1,18,1.15,1.46,1400000,769999.8
53,1,0,1,20,1.15,1.46,1400000,769999.8
47,1,1,1,25,1.05,1.46,2000000,769278.6
68,1,0,1,19,1.05,1.46,1440000,767710.2
55,1,0,1,25,1.05,1.46,1400000,766062.6
63,1,0,1,15,1.05,1.46,1350000,765630.6
51,1,0,1,29,1.15,1.46,1800000,765000
56,1,0,1,28,1.15,1.46,1800000,765000
58,1,0,1,25,1.05,1.46,1390000,764501.4
60,0,0,1,15,1.05,1.46,1290000,764352.6
58,1,0,1,20,1.05,1.46,1400000,764180.4
66,1,0,1,20,1.05,1.46,1600000,762894
53,1,0,1,30,1.05,1.46,1370000,762480.6
61,1,0,1,17,1.15,1.46,1690000,760500
56,1,0,1,26,1.15,1.46,1900000,760000.2
50,1,0,1,24,1.05,1.46,1350000,759922.2
56,1,0,1,20,1.05,1.46,1300000,759908.4
60,1,0,1,17,1.05,1.46,1300000,757299.6
60,1,0,1,16,1.05,1.46,2000000,756732.6
62,0,0,1,16,1.05,1.46,1330000,754288.2
67,0,0,1,18,1.05,1.46,1350000,753024.6
56,1,0,1,28,1.05,1.46,1300000,752670.6
60,1,0,1,16,1.05,1.46,1300000,752670.6
58,1,0,1,27,1.05,1.46,1300000,752670.6
58,1,0,1,20,1.05,1.46,1350000,751349.4
63,0,0,1,17,1.15,1.46,1500000,750000
70,1,0,1,16,1.15,1.46,2000000,750000
67,1,0,1,20,1.15,1.46,2000000,750000
62,1,0,1,17,1.15,1.46,2000000,750000
52,1,0,1,28,1.15,1.46,2000000,750000
57,1,0,1,27,1.15,1.46,2000000,750000
69,1,0,1,18,1.15,1.46,2000000,750000
51,1,0,1,22,1.15,1.46,3000000,750000
65,1,0,1,20,1.15,1.46,2000000,750000
52,1,0,1,26,1.15,1.46,2000000,750000
54,1,1,1,23,1.15,1.46,16000000,749037.6
68,1,1,1,18,1.05,1.46,3500000,747759
69,0,0,1,16,1.05,1.46,1300000,747681
66,1,0,1,15,1.15,1.46,1570000,745750.2
55,1,0,1,30,1.15,1.46,1420000,745500
51,0,0,1,28,1.05,1.46,1340000,744121.2
50,1,0,1,21,1.05,1.46,1300000,743139.6
54,1,0,1,22,1.05,1.46,1300000,741928.2
66,1,0,1,15,1.05,1.46,1300000,741181.8
69,1,0,1,20,1.05,1.46,1250000,737582.4
52,1,0,1,24,1.05,1.46,1250000,737582.4
59,0,0,1,26,1.05,1.46,1300000,737274
64,1,0,1,18,1.05,1.46,1300000,737274
45,1,1,1,27,1.15,1.46,4800000,735073.2
59,1,0,1,22,1.15,1.46,1400000,735000
65,1,0,1,17,1.15,1.46,1400000,735000
57,1,0,1,25,1.05,1.46,1320000,734138.4
58,1,0,1,21,1.05,1.46,1500000,730618.2
61,1,0,1,20,1.05,1.46,1300000,728361
62,1,0,1,17,1.05,1.46,1250000,728172.6
70,1,0,1,16,1.05,1.46,1230000,727471.8
56,1,0,1,27,1.05,1.46,1300000,725823
58,1,0,1,30,1.05,1.46,1300000,725823
65,1,0,1,17,1.15,1.46,1450000,724999.8
57,1,0,1,27,1.05,1.46,1240000,724835.4
60,1,0,1,20,1.05,1.46,1300000,724579.2
55,1,0,1,22,1.05,1.46,1250000,723721.8
67,1,0,1,17,1.15,1.46,1315000,723250.2
52,1,0,1,21,1.05,1.46,1350000,722644.2
68,1,0,1,18,1.15,1.46,1445000,722500.2
50,1,0,1,30,1.05,1.46,1270000,720259.8
50,1,0,1,22,1.05,1.46,1200000,720000
69,1,0,1,19,1.05,1.46,1200000,720000
51,1,0,1,23,1.15,1.46,1800000,720000
62,1,0,1,18,1.15,1.46,1200000,720000
52,1,0,1,27,1.15,1.46,1800000,720000
64,1,0,1,17,0.00,1.46,1200000,720000
57,1,0,1,28,1.05,1.46,1200000,719752.8
66,1,0,1,17,1.05,1.46,1300000,717484.8
57,1,0,1,24,1.05,1.46,1300000,717484.8
56,1,0,1,30,1.05,1.46,1300000,717444
56,1,0,1,25,1.05,1.46,1500000,715867.2
61,1,0,1,19,1.05,1.46,1200000,715618.8
52,1,0,1,27,1.05,1.46,1200000,715618.8
59,1,0,1,20,1.05,1.46,1200000,715618.8
62,1,0,1,16,1.05,1.46,1200000,715618.8
53,1,0,1,29,1.05,1.46,1250000,714557.4
66,0,0,1,18,1.05,1.46,1200000,711025.8
66,1,0,1,16,1.05,1.46,1200000,711025.8
64,1,1,1,17,1.15,1.46,9600000,709737.6
68,1,0,1,16,1.05,1.46,1240000,708840.6
52,1,0,1,27,1.15,1.46,1232000,708400.2
60,1,0,1,16,1.05,1.46,1200000,708079.2
58,1,0,1,22,1.05,1.46,1200000,707820
67,0,0,1,18,1.05,1.46,1250000,706916.4
62,1,0,1,17,1.15,1.46,1880000,705000
51,1,0,1,26,1.05,1.46,1200000,704548.2
61,1,0,1,20,1.05,1.46,1250000,703061.4
69,1,0,1,19,1.05,1.46,1310000,702423.6
67,1,0,1,17,1.05,1.46,1200000,702229.2
63,1,0,1,17,1.05,1.46,1250000,701989.2
67,1,1,1,17,1.15,1.46,4000000,701629.8
50,0,0,1,27,1.15,1.46,1500000,700000.2
59,1,0,1,30,1.15,1.46,2000000,700000.2
56,1,0,1,29,1.15,1.46,3500000,700000.2
70,1,0,1,17,1.15,1.46,2000000,700000.2
61,1,0,1,15,1.15,1.46,2000000,700000.2
51,1,0,1,24,1.15,1.46,2000000,700000.2
57,1,0,1,26,1.15,1.46,2000000,700000.2
57,1,0,1,30,1.05,1.46,1200000,699045.6
64,1,0,1,16,1.05,1.46,1200000,699045.6
61,0,0,1,20,1.05,1.46,1250000,697906.8
50,1,0,1,22,1.05,1.46,1160000,695761.2
56,1,0,1,21,1.05,1.46,1250000,695694
62,1,0,1,18,1.05,1.46,1200000,695175.6
59,0,0,1,29,1.05,1.46,1200000,694773
56,1,0,1,27,1.05,1.46,1200000,694773
69,1,0,1,19,1.05,1.46,1200000,694773
60,1,0,1,20,1.05,1.46,1200000,694773
56,1,0,1,21,1.05,1.46,1200000,694773
55,1,0,1,21,1.05,1.46,1200000,694773
62,1,0,1,18,1.05,1.46,1200000,690166.8
69,0,0,1,18,1.15,1.46,2300000,690000
53,1,0,1,28,1.05,1.46,1500000,689326.8
61,1,0,1,15,1.15,1.46,1450000,688750.2
52,0,0,1,24,1.05,1.46,1200000,688667.4
58,1,0,1,20,1.05,1.46,1200000,688667.4
56,1,0,1,28,0.98,1.46,1200000,688351.2
63,1,0,1,18,1.15,1.46,1250000,687499.8
66,1,1,1,18,1.15,1.46,15000000,686199
52,0,0,1,30,1.05,1.46,1200000,685975.2
67,0,0,1,18,1.05,1.46,1200000,685975.2
55,1,0,1,24,1.05,1.46,1200000,685975.2
63,1,0,1,18,1.05,1.46,1200000,685975.2
68,1,0,1,18,1.05,1.46,1200000,685975.2
63,1,0,1,20,1.05,1.46,1200000,685975.2
54,1,0,1,25,1.05,1.46,1200000,685975.2
54,1,0,1,21,1.05,1.46,1200000,685356
70,1,0,1,15,1.05,1.46,1400000,684702
63,1,0,1,17,1.05,1.46,1300000,684572.4
50,1,0,1,25,1.15,1.46,1190000,684250.2
58,1,0,1,24,1.05,1.46,1200000,684168
64,1,0,1,17,1.15,1.46,1300000,682500
62,1,0,1,19,1.05,1.46,1200000,681202.2
63,1,0,1,19,1.05,1.46,1200000,680560.8
50,1,0,1,29,1.05,1.46,1170000,680219.4
52,1,0,1,26,1.15,1.46,1700000,679999.8
55,1,0,1,21,1.15,1.46,1600000,679999.8
69,1,0,1,16,1.15,1.46,1700000,679999.8
53,1,0,1,23,1.05,1.46,1140000,679837.8
64,1,0,1,15,1.05,1.46,1200000,679668.6
57,1,0,1,23,1.05,1.46,1300000,678057
59,0,0,1,22,1.15,1.46,1500000,675000
55,0,0,1,22,1.15,1.46,1500000,675000
50,1,0,1,23,1.15,1.46,1500000,675000
65,1,0,1,20,1.15,1.46,1800000,675000
52,1,0,1,29,1.05,1.46,1180000,674542.2
67,1,0,1,19,1.05,1.46,1200000,674236.8
56,1,0,1,27,1.05,1.46,1200000,674110.2
61,1,0,1,16,1.05,1.46,1180000,673933.2
65,1,0,1,20,1.05,1.46,1150000,673498.8
62,1,0,1,17,1.05,1.46,1250000,673478.4
52,0,0,1,26,1.05,1.46,1150000,671599.2
66,1,0,1,15,1.15,1.46,1220000,670999.8
57,1,0,1,24,1.05,1.46,1200000,670438.8
56,0,0,1,29,1.05,1.46,1200000,669990.6
50,1,0,1,21,1.05,1.46,1200000,669990.6
66,1,0,1,17,1.05,1.46,1200000,669990.6
62,1,0,1,16,1.05,1.46,1150000,669919.2
66,1,0,1,19,1.05,1.46,1130000,669549.6
58,0,0,1,21,1.05,1.46,1200000,667866
54,1,0,1,22,1.05,1.46,1250000,667522.2
69,0,0,1,16,1.15,1.46,2000000,666666.6
65,1,0,1,15,1.05,1.46,1200000,666377.4
54,1,0,1,20,1.05,1.46,1150000,665824.2
60,1,0,1,17,1.05,1.46,1150000,665824.2
55,1,0,1,21,1.05,1.46,1180000,665076
65,1,0,1,16,1.15,1.46,1400000,664999.8
58,0,1,1,22,1.05,1.46,483000,664264.2
70,0,0,1,15,1.05,1.46,1200000,662293.8
66,1,0,1,17,1.05,1.46,1200000,662256
65,1,0,1,16,1.05,1.46,1200000,662232.6
60,1,0,1,20,1.05,1.46,1400000,661562.4
64,1,0,1,20,1.05,1.46,1100000,660000
53,1,0,1,28,1.05,1.46,1100000,660000
66,1,0,1,16,1.05,1.46,1100000,660000
57,1,0,1,27,1.15,1.46,1650000,660000
69,1,0,1,16,1.05,1.46,1150000,658535.4
60,1,1,1,16,1.15,1.46,8000000,657431.4
63,1,0,1,16,1.05,1.46,1125000,656569.8
64,1,0,1,18,1.05,1.46,1100000,655984.2
50,1,0,1,23,1.05,1.46,1100000,655984.2
63,1,0,1,16,1.05,1.46,1200000,652886.4
